,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes
570,Argentina,Cassava,2002,100000,591,64134.56
571,Argentina,Maize,2002,60791,591,64134.56
572,Argentina,Maize,2002,60791,591,64134.56
573,Argentina,Potatoes,2002,251347,591,64134.56
574,Argentina,Potatoes,2002,251347,591,64134.56
575,Argentina,"Rice, paddy",2002,57197,591,64134.56
576,Argentina,"Rice, paddy",2002,57197,591,64134.56
577,Argentina,Sorghum,2002,52691,591,64134.56
578,Argentina,Sorghum,2002,52691,591,64134.56
579,Argentina,Soybeans,2002,26304,591,64134.56
580,Argentina,Soybeans,2002,26304,591,64134.56
581,Argentina,Sweet potatoes,2002,155890,591,64134.56
582,Argentina,Sweet potatoes,2002,155890,591,64134.56
583,Argentina,Wheat,2002,22398,591,64134.56
584,Argentina,Wheat,2002,22398,591,64134.56
585,Argentina,Cassava,2004,100000,591,65003.34
586,Argentina,Cassava,2004,100000,591,65003.34
587,Argentina,Maize,2004,63931,591,65003.34
588,Argentina,Maize,2004,63931,591,65003.34
589,Argentina,Potatoes,2004,288717,591,65003.34
590,Argentina,Potatoes,2004,288717,591,65003.34
591,Argentina,"Rice, paddy",2004,62661,591,65003.34
592,Argentina,"Rice, paddy",2004,62661,591,65003.34
593,Argentina,Sorghum,2004,45531,591,65003.34
594,Argentina,Sorghum,2004,45531,591,65003.34
595,Argentina,Soybeans,2004,22075,591,65003.34
596,Argentina,Soybeans,2004,22075,591,65003.34
597,Argentina,Sweet potatoes,2004,154867,591,65003.34
598,Argentina,Sweet potatoes,2004,154867,591,65003.34
599,Argentina,Wheat,2004,25441,591,65003.34
600,Argentina,Wheat,2004,25441,591,65003.34
601,Argentina,Cassava,2005,100000,591,65437.73
602,Argentina,Cassava,2005,100000,591,65437.73
603,Argentina,Maize,2005,73587,591,65437.73
604,Argentina,Maize,2005,73587,591,65437.73
605,Argentina,Potatoes,2005,283917,591,65437.73
606,Argentina,Potatoes,2005,283917,591,65437.73
607,Argentina,"Rice, paddy",2005,60165,591,65437.73
608,Argentina,"Rice, paddy",2005,60165,591,65437.73
609,Argentina,Sorghum,2005,51872,591,65437.73
610,Argentina,Sorghum,2005,51872,591,65437.73
611,Argentina,Soybeans,2005,27287,591,65437.73
612,Argentina,Soybeans,2005,27287,591,65437.73
613,Argentina,Sweet potatoes,2005,154472,591,65437.73
614,Argentina,Sweet potatoes,2005,154472,591,65437.73
615,Argentina,Wheat,2005,26356,591,65437.73
616,Argentina,Wheat,2005,26356,591,65437.73
617,Argentina,Cassava,2006,100000,591,65872.12
618,Argentina,Cassava,2006,100000,591,65872.12
619,Argentina,Maize,2006,59030,591,65872.12
620,Argentina,Maize,2006,59030,591,65872.12
621,Argentina,Potatoes,2006,285828,591,65872.12
622,Argentina,Potatoes,2006,285828,591,65872.12
623,Argentina,"Rice, paddy",2006,70610,591,65872.12
624,Argentina,"Rice, paddy",2006,70610,591,65872.12
625,Argentina,Sorghum,2006,46778,591,65872.12
626,Argentina,Sorghum,2006,46778,591,65872.12
627,Argentina,Soybeans,2006,26793,591,65872.12
628,Argentina,Soybeans,2006,26793,591,65872.12
629,Argentina,Sweet potatoes,2006,143478,591,65872.12
630,Argentina,Sweet potatoes,2006,143478,591,65872.12
631,Argentina,Wheat,2006,25302,591,65872.12
632,Argentina,Wheat,2006,25302,591,65872.12
633,Argentina,Cassava,2007,100000,591,81582.64
634,Argentina,Cassava,2007,100000,591,81582.64
635,Argentina,Maize,2007,76655,591,81582.64
636,Argentina,Maize,2007,76655,591,81582.64
637,Argentina,Potatoes,2007,286765,591,81582.64
638,Argentina,Potatoes,2007,286765,591,81582.64
639,Argentina,"Rice, paddy",2007,65604,591,81582.64
640,Argentina,"Rice, paddy",2007,65604,591,81582.64
641,Argentina,Sorghum,2007,47021,591,81582.64
642,Argentina,Sorghum,2007,47021,591,81582.64
643,Argentina,Soybeans,2007,29712,591,81582.64
644,Argentina,Soybeans,2007,29712,591,81582.64
645,Argentina,Sweet potatoes,2007,141667,591,81582.64
646,Argentina,Sweet potatoes,2007,141667,591,81582.64
647,Argentina,Wheat,2007,26234,591,81582.64
648,Argentina,Wheat,2007,26234,591,81582.64
649,Argentina,Cassava,2008,100000,591,87149.01
650,Argentina,Cassava,2008,100000,591,87149.01
651,Argentina,Maize,2008,64525,591,87149.01
652,Argentina,Maize,2008,64525,591,87149.01
653,Argentina,Potatoes,2008,279412,591,87149.01
654,Argentina,Potatoes,2008,279412,591,87149.01
655,Argentina,"Rice, paddy",2008,68278,591,87149.01
656,Argentina,"Rice, paddy",2008,68278,591,87149.01
657,Argentina,Sorghum,2008,47474,591,87149.01
658,Argentina,Sorghum,2008,47474,591,87149.01
659,Argentina,Soybeans,2008,28216,591,87149.01
660,Argentina,Soybeans,2008,28216,591,87149.01
661,Argentina,Sweet potatoes,2008,145105,591,87149.01
662,Argentina,Sweet potatoes,2008,145105,591,87149.01
663,Argentina,Wheat,2008,28271,591,87149.01
664,Argentina,Wheat,2008,28271,591,87149.01
665,Argentina,Cassava,2009,101695,591,61586.56
666,Argentina,Cassava,2009,101695,591,61586.56
667,Argentina,Maize,2009,55760,591,61586.56
668,Argentina,Maize,2009,55760,591,61586.56
669,Argentina,Potatoes,2009,284439,591,61586.56
670,Argentina,Potatoes,2009,284439,591,61586.56
671,Argentina,"Rice, paddy",2009,68842,591,61586.56
672,Argentina,"Rice, paddy",2009,68842,591,61586.56
673,Argentina,Sorghum,2009,38752,591,61586.56
674,Argentina,Sorghum,2009,38752,591,61586.56
675,Argentina,Soybeans,2009,18480,591,61586.56
676,Argentina,Soybeans,2009,18480,591,61586.56
677,Argentina,Sweet potatoes,2009,151208,591,61586.56
678,Argentina,Sweet potatoes,2009,151208,591,61586.56
679,Argentina,Wheat,2009,19628,591,61586.56
680,Argentina,Wheat,2009,19628,591,61586.56
681,Argentina,Cassava,2010,101000,591,105915.04
682,Argentina,Cassava,2010,101000,591,105915.04
683,Argentina,Maize,2010,78040,591,105915.04
684,Argentina,Maize,2010,78040,591,105915.04
685,Argentina,Potatoes,2010,289849,591,105915.04
686,Argentina,Potatoes,2010,289849,591,105915.04
687,Argentina,"Rice, paddy",2010,57646,591,105915.04
688,Argentina,"Rice, paddy",2010,57646,591,105915.04
689,Argentina,Sorghum,2010,48163,591,105915.04
690,Argentina,Sorghum,2010,48163,591,105915.04
691,Argentina,Soybeans,2010,29053,591,105915.04
692,Argentina,Soybeans,2010,29053,591,105915.04
693,Argentina,Sweet potatoes,2010,149382,591,105915.04
694,Argentina,Sweet potatoes,2010,149382,591,105915.04
695,Argentina,Wheat,2010,27113,591,105915.04
696,Argentina,Wheat,2010,27113,591,105915.04
697,Argentina,Cassava,2011,100000,591,100424.62
698,Argentina,Cassava,2011,100000,591,100424.62
699,Argentina,Maize,2011,63503,591,100424.62
700,Argentina,Maize,2011,63503,591,100424.62
701,Argentina,Potatoes,2011,286657,591,100424.62
702,Argentina,Potatoes,2011,286657,591,100424.62
703,Argentina,"Rice, paddy",2011,67901,591,100424.62
704,Argentina,"Rice, paddy",2011,67901,591,100424.62
705,Argentina,Sorghum,2011,44029,591,100424.62
706,Argentina,Sorghum,2011,44029,591,100424.62
707,Argentina,Soybeans,2011,26053,591,100424.62
708,Argentina,Soybeans,2011,26053,591,100424.62
709,Argentina,Sweet potatoes,2011,148754,591,100424.62
710,Argentina,Sweet potatoes,2011,148754,591,100424.62
711,Argentina,Wheat,2011,35063,591,100424.62
712,Argentina,Wheat,2011,35063,591,100424.62
713,Argentina,Cassava,2012,100000,591,136185.08
714,Argentina,Cassava,2012,100000,591,136185.08
715,Argentina,Maize,2012,57346,591,136185.08
716,Argentina,Maize,2012,57346,591,136185.08
717,Argentina,Potatoes,2012,287821,591,136185.08
718,Argentina,Potatoes,2012,287821,591,136185.08
719,Argentina,"Rice, paddy",2012,66617,591,136185.08
720,Argentina,"Rice, paddy",2012,66617,591,136185.08
721,Argentina,Sorghum,2012,46534,591,136185.08
722,Argentina,Sorghum,2012,46534,591,136185.08
723,Argentina,Soybeans,2012,22814,591,136185.08
724,Argentina,Soybeans,2012,22814,591,136185.08
725,Argentina,Sweet potatoes,2012,148126,591,136185.08
726,Argentina,Sweet potatoes,2012,148126,591,136185.08
727,Argentina,Wheat,2012,32199,591,136185.08
728,Argentina,Wheat,2012,32199,591,136185.08
729,Argentina,Cassava,2013,99459,591,171945.54
730,Argentina,Cassava,2013,99459,591,171945.54
731,Argentina,Maize,2013,66037,591,171945.54
732,Argentina,Maize,2013,66037,591,171945.54
733,Argentina,Potatoes,2013,288984,591,171945.54
734,Argentina,Potatoes,2013,288984,591,171945.54
735,Argentina,"Rice, paddy",2013,67187,591,171945.54
736,Argentina,"Rice, paddy",2013,67187,591,171945.54
737,Argentina,Sorghum,2013,40852,591,171945.54
738,Argentina,Sorghum,2013,40852,591,171945.54
739,Argentina,Soybeans,2013,25391,591,171945.54
740,Argentina,Soybeans,2013,25391,591,171945.54
741,Argentina,Sweet potatoes,2013,147498,591,171945.54
742,Argentina,Sweet potatoes,2013,147498,591,171945.54
743,Argentina,Wheat,2013,26581,591,171945.54
744,Argentina,Wheat,2013,26581,591,171945.54
745,Armenia,Maize,1992,32344,562,8
746,Armenia,Potatoes,1992,111301,562,8
747,Armenia,Wheat,1992,21600,562,8
748,Armenia,Maize,1993,32261,562,8
749,Armenia,Potatoes,1993,134416,562,8
750,Armenia,Wheat,1993,22257,562,8
751,Armenia,Maize,1994,32667,562,23
752,Armenia,Potatoes,1994,131195,562,23
753,Armenia,Wheat,1994,17842,562,23
754,Armenia,Maize,1995,18261,562,23.9
755,Armenia,Potatoes,1995,131196,562,23.9
756,Armenia,Wheat,1995,25480,562,23.9
757,Armenia,Maize,1996,22239,562,32
758,Armenia,Potatoes,1996,129626,562,32
759,Armenia,Wheat,1996,23569,562,32
760,Armenia,Maize,1997,45548,562,41.46
761,Armenia,Potatoes,1997,109362,562,41.46
762,Armenia,Wheat,1997,17009,562,41.46
763,Armenia,Maize,1998,26082,562,50.92
764,Armenia,Potatoes,1998,134409,562,50.92
765,Armenia,Wheat,1998,20651,562,50.92
766,Armenia,Maize,1999,40303,562,60.38
767,Armenia,Potatoes,1999,130618,562,60.38
768,Armenia,Wheat,1999,19466,562,60.38
769,Armenia,Maize,2000,23178,562,69.85
770,Armenia,Potatoes,2000,87349,562,69.85
771,Armenia,Wheat,2000,16679,562,69.85
772,Armenia,Maize,2001,37913,562,79.31
773,Armenia,Potatoes,2001,114619,562,79.31
774,Armenia,Wheat,2001,22263,562,79.31
775,Armenia,Maize,2002,37380,562,88.77
776,Armenia,Potatoes,2002,122814,562,88.77
777,Armenia,Wheat,2002,23877,562,88.77
778,Armenia,Maize,2004,61791,562,204.77
779,Armenia,Potatoes,2004,161509,562,204.77
780,Armenia,Wheat,2004,23416,562,204.77
781,Armenia,Maize,2005,44692,562,220.51
782,Armenia,Potatoes,2005,164459,562,220.51
783,Armenia,Wheat,2005,20252,562,220.51
784,Armenia,Maize,2006,33271,562,227.55
785,Armenia,Potatoes,2006,163418,562,227.55
786,Armenia,Wheat,2006,14627,562,227.55
787,Armenia,Maize,2007,53262,562,241.71
788,Armenia,Potatoes,2007,184719,562,241.71
789,Armenia,Wheat,2007,25837,562,241.71
790,Armenia,Maize,2008,53424,562,218.2
791,Armenia,Potatoes,2008,189096,562,218.2
792,Armenia,Wheat,2008,24322,562,218.2
793,Armenia,Maize,2009,57763,562,198.36
794,Armenia,Potatoes,2009,185496,562,198.36
795,Armenia,Wheat,2009,22374,562,198.36
796,Armenia,Maize,2010,46724,562,278.72
797,Armenia,Potatoes,2010,170146,562,278.72
798,Armenia,Wheat,2010,21192,562,278.72
799,Armenia,Maize,2011,54257,562,278.72
800,Armenia,Potatoes,2011,194426,562,278.72
801,Armenia,Wheat,2011,28800,562,278.72
802,Armenia,Maize,2012,62215,562,278.72
803,Armenia,Potatoes,2012,207151,562,278.72
804,Armenia,Wheat,2012,26010,562,278.72
805,Armenia,Maize,2013,67114,562,278.72
806,Armenia,Potatoes,2013,215290,562,278.72
807,Armenia,Wheat,2013,31273,562,278.72
808,Australia,Maize,1990,41821,534,17866
809,Australia,Maize,1990,41821,534,17866
810,Australia,Maize,1990,41821,534,17866
811,Australia,Maize,1990,41821,534,17866
812,Australia,Maize,1990,41821,534,17866
813,Australia,Maize,1990,41821,534,17866
814,Australia,Potatoes,1990,289832,534,17866
815,Australia,Potatoes,1990,289832,534,17866
816,Australia,Potatoes,1990,289832,534,17866
817,Australia,Potatoes,1990,289832,534,17866
818,Australia,Potatoes,1990,289832,534,17866
819,Australia,Potatoes,1990,289832,534,17866
820,Australia,"Rice, paddy",1990,88000,534,17866
821,Australia,"Rice, paddy",1990,88000,534,17866
822,Australia,"Rice, paddy",1990,88000,534,17866
823,Australia,"Rice, paddy",1990,88000,534,17866
824,Australia,"Rice, paddy",1990,88000,534,17866
825,Australia,"Rice, paddy",1990,88000,534,17866
826,Australia,Sorghum,1990,24883,534,17866
827,Australia,Sorghum,1990,24883,534,17866
828,Australia,Sorghum,1990,24883,534,17866
829,Australia,Sorghum,1990,24883,534,17866
830,Australia,Sorghum,1990,24883,534,17866
831,Australia,Sorghum,1990,24883,534,17866
832,Australia,Soybeans,1990,15718,534,17866
833,Australia,Soybeans,1990,15718,534,17866
834,Australia,Soybeans,1990,15718,534,17866
835,Australia,Soybeans,1990,15718,534,17866
836,Australia,Soybeans,1990,15718,534,17866
837,Australia,Soybeans,1990,15718,534,17866
838,Australia,Sweet potatoes,1990,137140,534,17866
839,Australia,Sweet potatoes,1990,137140,534,17866
840,Australia,Sweet potatoes,1990,137140,534,17866
841,Australia,Sweet potatoes,1990,137140,534,17866
842,Australia,Sweet potatoes,1990,137140,534,17866
843,Australia,Sweet potatoes,1990,137140,534,17866
844,Australia,Wheat,1990,16344,534,17866
845,Australia,Wheat,1990,16344,534,17866
846,Australia,Wheat,1990,16344,534,17866
847,Australia,Wheat,1990,16344,534,17866
848,Australia,Wheat,1990,16344,534,17866
849,Australia,Wheat,1990,16344,534,17866
850,Australia,Maize,1991,39938,534,17866
851,Australia,Maize,1991,39938,534,17866
852,Australia,Maize,1991,39938,534,17866
853,Australia,Maize,1991,39938,534,17866
854,Australia,Maize,1991,39938,534,17866
855,Australia,Maize,1991,39938,534,17866
856,Australia,Potatoes,1991,285359,534,17866
857,Australia,Potatoes,1991,285359,534,17866
858,Australia,Potatoes,1991,285359,534,17866
859,Australia,Potatoes,1991,285359,534,17866
860,Australia,Potatoes,1991,285359,534,17866
861,Australia,Potatoes,1991,285359,534,17866
862,Australia,"Rice, paddy",1991,88427,534,17866
863,Australia,"Rice, paddy",1991,88427,534,17866
864,Australia,"Rice, paddy",1991,88427,534,17866
865,Australia,"Rice, paddy",1991,88427,534,17866
866,Australia,"Rice, paddy",1991,88427,534,17866
867,Australia,"Rice, paddy",1991,88427,534,17866
868,Australia,Sorghum,1991,19865,534,17866
869,Australia,Sorghum,1991,19865,534,17866
870,Australia,Sorghum,1991,19865,534,17866
871,Australia,Sorghum,1991,19865,534,17866
872,Australia,Sorghum,1991,19865,534,17866
873,Australia,Sorghum,1991,19865,534,17866
874,Australia,Soybeans,1991,15551,534,17866
875,Australia,Soybeans,1991,15551,534,17866
876,Australia,Soybeans,1991,15551,534,17866
877,Australia,Soybeans,1991,15551,534,17866
878,Australia,Soybeans,1991,15551,534,17866
879,Australia,Soybeans,1991,15551,534,17866
880,Australia,Sweet potatoes,1991,151142,534,17866
881,Australia,Sweet potatoes,1991,151142,534,17866
882,Australia,Sweet potatoes,1991,151142,534,17866
883,Australia,Sweet potatoes,1991,151142,534,17866
884,Australia,Sweet potatoes,1991,151142,534,17866
885,Australia,Sweet potatoes,1991,151142,534,17866
886,Australia,Wheat,1991,14698,534,17866
887,Australia,Wheat,1991,14698,534,17866
888,Australia,Wheat,1991,14698,534,17866
889,Australia,Wheat,1991,14698,534,17866
890,Australia,Wheat,1991,14698,534,17866
891,Australia,Wheat,1991,14698,534,17866
892,Australia,Maize,1992,51721,534,22234
893,Australia,Maize,1992,51721,534,22234
894,Australia,Maize,1992,51721,534,22234
895,Australia,Maize,1992,51721,534,22234
896,Australia,Maize,1992,51721,534,22234
897,Australia,Maize,1992,51721,534,22234
898,Australia,Potatoes,1992,289220,534,22234
899,Australia,Potatoes,1992,289220,534,22234
900,Australia,Potatoes,1992,289220,534,22234
901,Australia,Potatoes,1992,289220,534,22234
902,Australia,Potatoes,1992,289220,534,22234
903,Australia,Potatoes,1992,289220,534,22234
904,Australia,"Rice, paddy",1992,88346,534,22234
905,Australia,"Rice, paddy",1992,88346,534,22234
906,Australia,"Rice, paddy",1992,88346,534,22234
907,Australia,"Rice, paddy",1992,88346,534,22234
908,Australia,"Rice, paddy",1992,88346,534,22234
909,Australia,"Rice, paddy",1992,88346,534,22234
910,Australia,Sorghum,1992,25431,534,22234
911,Australia,Sorghum,1992,25431,534,22234
912,Australia,Sorghum,1992,25431,534,22234
913,Australia,Sorghum,1992,25431,534,22234
914,Australia,Sorghum,1992,25431,534,22234
915,Australia,Sorghum,1992,25431,534,22234
916,Australia,Soybeans,1992,21141,534,22234
917,Australia,Soybeans,1992,21141,534,22234
918,Australia,Soybeans,1992,21141,534,22234
919,Australia,Soybeans,1992,21141,534,22234
920,Australia,Soybeans,1992,21141,534,22234
921,Australia,Soybeans,1992,21141,534,22234
922,Australia,Sweet potatoes,1992,127548,534,22234
923,Australia,Sweet potatoes,1992,127548,534,22234
924,Australia,Sweet potatoes,1992,127548,534,22234
925,Australia,Sweet potatoes,1992,127548,534,22234
926,Australia,Sweet potatoes,1992,127548,534,22234
927,Australia,Sweet potatoes,1992,127548,534,22234
928,Australia,Wheat,1992,17812,534,22234
929,Australia,Wheat,1992,17812,534,22234
930,Australia,Wheat,1992,17812,534,22234
931,Australia,Wheat,1992,17812,534,22234
932,Australia,Wheat,1992,17812,534,22234
933,Australia,Wheat,1992,17812,534,22234
934,Australia,Maize,1993,44261,534,23899
935,Australia,Maize,1993,44261,534,23899
936,Australia,Maize,1993,44261,534,23899
937,Australia,Maize,1993,44261,534,23899
938,Australia,Maize,1993,44261,534,23899
939,Australia,Maize,1993,44261,534,23899
940,Australia,Potatoes,1993,290981,534,23899
941,Australia,Potatoes,1993,290981,534,23899
942,Australia,Potatoes,1993,290981,534,23899
943,Australia,Potatoes,1993,290981,534,23899
944,Australia,Potatoes,1993,290981,534,23899
945,Australia,Potatoes,1993,290981,534,23899
946,Australia,"Rice, paddy",1993,76400,534,23899
947,Australia,"Rice, paddy",1993,76400,534,23899
948,Australia,"Rice, paddy",1993,76400,534,23899
949,Australia,"Rice, paddy",1993,76400,534,23899
950,Australia,"Rice, paddy",1993,76400,534,23899
951,Australia,"Rice, paddy",1993,76400,534,23899
952,Australia,Sorghum,1993,12834,534,23899
953,Australia,Sorghum,1993,12834,534,23899
954,Australia,Sorghum,1993,12834,534,23899
955,Australia,Sorghum,1993,12834,534,23899
956,Australia,Sorghum,1993,12834,534,23899
957,Australia,Sorghum,1993,12834,534,23899
958,Australia,Soybeans,1993,16168,534,23899
959,Australia,Soybeans,1993,16168,534,23899
960,Australia,Soybeans,1993,16168,534,23899
961,Australia,Soybeans,1993,16168,534,23899
962,Australia,Soybeans,1993,16168,534,23899
963,Australia,Soybeans,1993,16168,534,23899
964,Australia,Sweet potatoes,1993,132702,534,23899
965,Australia,Sweet potatoes,1993,132702,534,23899
966,Australia,Sweet potatoes,1993,132702,534,23899
967,Australia,Sweet potatoes,1993,132702,534,23899
968,Australia,Sweet potatoes,1993,132702,534,23899
969,Australia,Sweet potatoes,1993,132702,534,23899
970,Australia,Wheat,1993,19658,534,23899
971,Australia,Wheat,1993,19658,534,23899
972,Australia,Wheat,1993,19658,534,23899
973,Australia,Wheat,1993,19658,534,23899
974,Australia,Wheat,1993,19658,534,23899
975,Australia,Wheat,1993,19658,534,23899
976,Australia,Maize,1994,46620,534,21057
977,Australia,Maize,1994,46620,534,21057
978,Australia,Maize,1994,46620,534,21057
979,Australia,Maize,1994,46620,534,21057
980,Australia,Maize,1994,46620,534,21057
981,Australia,Maize,1994,46620,534,21057
982,Australia,Potatoes,1994,294270,534,21057
983,Australia,Potatoes,1994,294270,534,21057
984,Australia,Potatoes,1994,294270,534,21057
985,Australia,Potatoes,1994,294270,534,21057
986,Australia,Potatoes,1994,294270,534,21057
987,Australia,Potatoes,1994,294270,534,21057
988,Australia,"Rice, paddy",1994,81537,534,21057
989,Australia,"Rice, paddy",1994,81537,534,21057
990,Australia,"Rice, paddy",1994,81537,534,21057
991,Australia,"Rice, paddy",1994,81537,534,21057
992,Australia,"Rice, paddy",1994,81537,534,21057
993,Australia,"Rice, paddy",1994,81537,534,21057
994,Australia,Sorghum,1994,21697,534,21057
995,Australia,Sorghum,1994,21697,534,21057
996,Australia,Sorghum,1994,21697,534,21057
997,Australia,Sorghum,1994,21697,534,21057
998,Australia,Sorghum,1994,21697,534,21057
999,Australia,Sorghum,1994,21697,534,21057
1000,Australia,Soybeans,1994,19999,534,21057
1001,Australia,Soybeans,1994,19999,534,21057
1002,Australia,Soybeans,1994,19999,534,21057
1003,Australia,Soybeans,1994,19999,534,21057
1004,Australia,Soybeans,1994,19999,534,21057
1005,Australia,Soybeans,1994,19999,534,21057
